,product_name,user_rating,product_review
1649,Landshark Lager,4.95,i have never liked beer but i like to give it a chance a couple times a year i found this one and gave it a try i really liked this one so this will be what i will be drinking from now on
1650,Landshark Lager,2.86,12 ounce bottle no lime fizzy and yellow saved by a little bit of maltiness one and done
1651,Landshark Lager,1.26,you immediately get that strong sicking smell when you open it and it only gets worse from there it pours yellow and has some sort of nasty lime flavor tbf id prefer a bud light lime to this not a good summer beer at all
1652,Landshark Lager,3.65,16oz can code 22209 209th day of 2022 appearance clear medium strawgold think but lasting creamy white head moderate lacing  aroma very clean and mild cracker and creamed corn no discernable hops  flavor crackers and cornbread very scant hop low bitterness clean finish  mouthfeel light mouthfeel not watery nominal co2 no astringency or other harsh feels goes down easy refreshing  overall in 2022 landshark delivers on price and flavor clean and inoffensive a solid clean adjunct lager with no unpleasant surprises much like narragansett
1653,Landshark Lager,2.25,typical macrolager nothing to write home about refreshing and light  a good daytime beer
1654,Landshark Lager,2.74,smells slightly malty pours clear light gold taste of light malt and with a hint of lemon this has a crisp clean flavor but doesnt really inspire me to purchase another
1655,Barrel-Aged Sump Coffee Stout,4.39,750ml waxed and capped bottle into a bbt snifter  pours as thick as motor oil dense dark no head or lace but with thick sticky mocha colored legs that stick around nose is incredibly aromatic chocolate dense mocha dank espresso all dusted with cocoa powder beer opens chocolate molasses espresso and mocha notes of syrup tobacco and barrel in the middle enhance a deep coffee bean presence more mocha espresso and a funky coffee bean bitterness in the aftertaste body is thick and chewy with low carbonation rich and full on the palate and goes down messy long lingering aftertaste few imperial stouts rival perenniala consistent body
1656,Barrel-Aged Sump Coffee Stout,4.38,2022 version this was really good  dark black pour  great viscosity i think the coffee overpowered the barrel a bit  i wanted more barrel to say the least very enjoyable but ive had better coffee stouts
1657,Barrel-Aged Sump Coffee Stout,4.43,look  black thick syrup nice rim smell  coffee chocolate barrel taste  same as smell just fantastic feel  thick and creamy medium light carb overall  pretty fantastic
1658,Barrel-Aged Sump Coffee Stout,4.5,been sitting on this for awhile and finally cracked it at a share with a few friends it was well worth the wait definitely have to have it a little warmer
1659,Barrel Aged Bomb!,4.62,2021 vint 12 oz bottle into an oversized cognac snifter pitch black low foam leaves a lil ring of oily film instead smells of dark chocolate vanilla caramel and bourbon taste follows  cleans up with a zap of alcohol feel is heavy  a stout stout low to no carbonation overall  if you an adjunct stout fan youll do cartwheels over this meaty beaty big and bouncy
1660,Barrel Aged Bomb!,4.5,104 solid but prefer the og
1661,Hennepin,4.68,this is another one of those beers that have been around and drinking here and there so long that im surprised i havent reviewed it pours a cloudy gold with a huge white head cant fit the 12oz bottle in a pint glass excellent retention bands of lace aromas of green banana ginger white pepper savory herbs a bit of citrusy coriander sweet bready malt flavor with an awesome herb and spice component i get celery flatleaf parsley coriander ginger white pepper and a bit of clove along with some green banana and pear light bodied effervescent fluffy and satisfying mouthfeel really set the standard for american brewed clean saisons
1662,Hennepin,4.35,pours a clear golden color with a runaway tall foamy head and heavy lacing  smells of yeast banana citrus and spice  tastes of sweet malt belgian yeast orange pear and apple with an alcohol warm peppery finish  medium light body with moderate carbonation slightly syrupy smooth mouthfeel  this is a very tasty wellmade brew
1663,Hennepin,4.25,look huge head that receded quickly smell yeast lemon orange little bit of banana marshmallow maybe touch of pear taste follows nose with the fruit flavors especially lemon peel celery taste maybe what others are calling coriander considerable bitterness a hint of sweetness i did get the ginger but it took me a while a little funky wintery spices quite a luscious beer finishes dry but with a sweet tingle pleasant carbonation low viscosity but still creamy with the foam and crisp on the whole i like the spices and flavors of this beer a good modern saison i got this one from whole foods
1664,Hennepin,4.12,procured in a tradeproxy arrangement with turkeysdrinkbeer in february 2022 drink in october that year  l there are orange cordial vibes going on with the presentation of this beer making my mouth water before i even contemplate putting my nose into the glass theres no head bar a small rim around the edges sediment from the fullbottle pour hangs suspended in the beer barely ruffled by the few large bubbles of carbonation that dart to the top of the glass  s on the nose theres a slight yeast note and an indefinable tanginess that hangs in the aroma  t the taste has sweet orange sherbety orange pith and yeast  that orange note probably accounting for the tanginess i picked up on the nose the orange is followed by a musty slightly aniseed note its probably the coriander and whatever birdofparadise grain is or perhaps its the last vestiges of the yeast playing with those spices regardless its extremely tasty and definitely compels a second mouthful straight after the first  m on the tongue theres almost a sherbety quality to the beer but its followed by a spritzy snap after the swallow and it dries things out quickly after that point 425  o this beer comes together extremely well the taste is somewhat unique and the mouthfeel and nose only add to that impression i wonder if i could drink more than one of these though as i can imagine palate fatigue setting in quickly with such a sweet sherbety beer it treads this side of the cloyingly sweet line well but volume could push it over based on drinking one rather than several however it stands up very well  cheers
